,EMIS,schoolName,districtName,circuit,cluster,sector,phase,schoolStatus,schoolType,suburb,city,closestTown,phoneNum,faxNum,GIS_Long,GIS_Lat,section21,quintile,managerName,email,landOwner,buildingOwner,address_old,cellno,snapEnrol,gradeREnrol,boarding,priorityOrder,lowestlevelCode,projectNum,agent,programme,strategic,bid,parent,description,source,programmeName,projectSize,projectStage,nature,scoa,startDate,endDate,totalCost,MTEF_2011_12,MTEF_2012_13,MTEF_2013_14,MTEF_2014_15,MTEF_2015_16,Revised_15_16_Budget,IA_Required_Budget,Variance,MTEF_2016_17,MTEF_2017_18,MTEF_2018_19,MTEF_2019_20,MTEF_2020_21,MTEF_2021_22,MTEF_2022_23,MTEF_2023_24,MTEF_2024_25,MTEF_2025_26,MTEF_2026_27,MTEF_2028_29,MTEF_2029_30,MTEF_2030_31,MTEF_2031_32,MTEF_2032_33,MTEF_2033_34,PWC_List,Snap_survey,ecplanComments,ASIDI_NDPW,asidiYear,asidiStatus,asidiCommentsA,asidiCommentsB,inEC,inASIDI
4477,200500543,MAKWALENI JUNIOR SECONDARY SCHOOL,LUSIKISIKI,Palmtop,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,LUSIKISIKI,Holy Cross Mission,NA,NA,29.25894,-31.31469,Yes,1,GUGU                                                      S,NA,PUBLIC,TO BE UPDATED,"NTONTELA AGRICULTURAL AUTHORITY,LUSIKISIKI,",722732333,1068,88,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
4478,200500544,MALANGENI JUNIOR SECONDARY SCHOOL,LUSIKISIKI,Malangeni,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,LUSIKISIKI,Lusikisiki,NA,NA,29.6962,-31.32218,Yes,1,MBI MH,NA,PUBLIC,TO BE UPDATED,"MALANGENI AGRICULTURAL AUTHORITY,LUSIKISIKI,",834767157,780,48,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
4479,200500546,MALI JUNIOR SECONDARY SCHOOL,LUSIKISIKI,Sigcau,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,FLAGSTAFF,Flagstaff,NA,NA,29.54978,-31.01991,No,1,JARA X,NA,PUBLIC,TO BE UPDATED,"BHALA AGRICULTURAL AUTHORITY,FLAGSTAFF,4810",735674278,575,58,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012/2013,Allocated,NA,NA,0,1
4480,200500547,MALIWA JUNIOR SECONDARY SCHOOL,LUSIKISIKI,Sigcau,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,FLAGSTAFF,Flagstaff,NA,NA,29.53194,-31.1378,Yes,1,"MANGQALAZA ,KD",NA,PUBLIC,TO BE UPDATED,"MSIKABA AGRICULTURAL AUTHORITY,FLAGSTAFF,",739544720,216,21,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
4481,200500548,MALIWA JUNIOR PRIMARY SCHOOL,MT FRERE,FORT DORNALD,A,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,MOUNT AYLIFF,KOKSTAD,Gugweni,NA,NA,29.50154,-30.73117,Yes,1,DIKO VV,NA,PUBLIC,TO BE UPDATED,"GXWALENI AGRICULTURAL AUTHORITY,MOUNT AYLIFF,KOKSTAD,4700",732633521,172,30,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
4482,200500549,MALONGWE JUNIOR PRIMARY SCHOOL,MT FRERE,NTENETYANA,A,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,MOUNT FRERE,Mount Frere,NA,NA,28.9522,-30.8089,Yes,1,DABULA NE,NA,PUBLIC,TO BE UPDATED,"LUGANGENI TRIBAL AUTHORITY,MOUNT FRERE,5090",798995384,86,14,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
4483,200500550,MALUBALUBE JUNIOR SECONDARY SCHOOL,MALUTI,Lesedi,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,MALUTI,MATATIELE,Mount Fletcher,NA,NA,28.81082,-30.27756,Yes,2,MASAKALA TT,NA,PUBLIC,TO BE UPDATED,"SIBI AGRICULTURAL AUTHORITY,MALUTI,MATATIELE,",839982545,525,84,FALSE,NA,NA,SCMU5-11/12-0553,DPW,DPW ECD I,NA,NA,NA,NA,Educational Infrastructure Grant,Early Childhood Development,Large,Final Account,New Infrastructure Assets,Building & other fixed structures,NA,NA,NA,NA, -   , -   ,NA,233,233,233, -   , -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
4484,200500551,MALUTI SENIOR SECONDARY SCHOOL,MALUTI,Letsema,A,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,MALUTI,MATATIELE,Mount Fletcher,392567244,392567244,28.7787,-30.26218,Yes,3,"DIAHO ,B M",NA,PUBLIC,PUBLIC,"RAMOHLAKOANA AGRICULTURAL AUTHORITY,RAMOHLAKOANA,MALUTI,MATATIELE,4740",795626625,742,NA,FALSE,1,NA,NA,DPW,DPW COMBINED PRIORITY,COMBINED PRIORITY,Approved,Re-alignment,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Documentation,New Infrastructure Assets,Building & other fixed structures,NA,NA,"29,914", -   , -   , -   ,NA,"2,991",NA,NA,NA, -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MALUTI SS SCHOOL,#N/A,NA,#N/A,NA,NA,NA,NA,1,0
4485,200500551,MALUTI SENIOR SECONDARY SCHOOL,MALUTI,Letsema,A,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,MALUTI,MATATIELE,Mount Fletcher,392567244,392567244,28.7787,-30.26218,Yes,3,"DIAHO ,B M",NA,PUBLIC,PUBLIC,"RAMOHLAKOANA AGRICULTURAL AUTHORITY,RAMOHLAKOANA,MALUTI,MATATIELE,4740",795626625,742,NA,FALSE,NA,NA,DOE12ECAR051,IDT,IDT SRAP,REALIGNMENT,Active,Re-alignment,"5 x Pre fab clsrms and associated works, 1 water tank, water channels & furniture",Educational Infrastructure Grant,Public Ordinary Schools,Large,Under Construction,New Infrastructure Assets,Building & other fixed structures,2-Apr-15,31-Mar-18,"2,933", -   , -   , -   ,NA,735,NA,735, -   , -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
4486,200500552,MALUTI JUNIOR SECONDARY SCHOOL,MALUTI,Lesedi,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,MATATIELE,Mount Fletcher,392560026,392560026,28.79093,-30.25995,Yes,3,GCWABE GN,gladys.gcwabe@gmail.com,PUBLIC,TO BE UPDATED,"SCHOOL STREET,MATATIELE,4730",845284766,1443,120,FALSE,NA,30662228,DPW11ECAR170,IDT,IDT PHASE III,UPGRADE AND ADDITIONS ,Active,Re-alignment,"Completion and partial renovation of 5 clsrms, construction of 2 new clsrms, complation of Reception clsrm, completion of admin  block, 9 rainwater tanks, assembly slab and external works.",Educational Infrastructure Grant,Public Ordinary Schools,Large,Practical Completion,Upgrades and Additions,Building & other fixed structures,NA,NA,1, -   , -   , -   ,10,200,200,200, -   , -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
4487,200500553,MALUTI JUNIOR SECONDARY SCHOOL,MT FLETCHER,CIRCUIT 1,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,MT FLETCHER,MOUNT FLETCHER,Elands Height,NA,NA,28.27426,-30.5043,Yes,1,DADA NM,27975050169@vodamail.co.za,PUBLIC,TO BE UPDATED,"TABASE AGRICULTURAL AUTHORITY,MT FLETCHER,MOUNT FLETCHER,",721349579,193,22,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
4488,200500555,MAMONTOELI JUNIOR SECONDARY SCHOOL,MT FLETCHER,CIRCUIT 2,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,THOKOANA LOCATION,MOUNT FLETCHER,Mount Fletcher,NA,NA,28.3597,-30.64336,Yes,1,LAKABANE PP,27828556400@vodamail.co.za,PUBLIC,PUBLIC,"THOKOANA LOCATION,THOKOANA,MOUNT FLETCHER,4770",827931834,357,27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
4489,200500556,MAMPONDO JUNIOR SECONDARY SCHOOL,LUSIKISIKI,Hlwahlwazi,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,FLAGSTAFF,Flagstaff,NA,NA,29.56063,-31.12468,Yes,1,"MNGUNI , TZ",NA,PUBLIC,TO BE UPDATED,"SICWENDZA LOCATION,SICWENDZA,FLAGSTAFF,",836719011,292,23,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
4490,200500557,MAMVENYANE PRIMARY SCHOOL,LIBODE,CIRCUIT 17,A,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,LUSIKISIKI,Lusikisiki,NA,NA,29.4786,-31.37118,No,1,M.S. Mdingi ,mamv.mdingi@nokiamail.com,PUBLIC,TO BE UPDATED,"BOMVINI AGRICULTURAL AUTHORITY,LUSIKISIKI,",723226848,158,21,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
4491,200500558,MANALENI JUNIOR SECONDARY SCHOOL,MT FRERE,ZINYOSINI,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,TABANKULU,MOUNT FRERE,Tabankulu,NA,NA,29.1487,-31.026,No,1,MYOLWA SP,manaleni@gmail.com,PUBLIC,TO BE UPDATED,"CHIBINI AGRICULTURAL AUTHORITY,TABANKULU,MOUNT FRERE,",724197425,275,16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
4492,200500559,MANASE PRIMARY SCHOOL,MALUTI,Lesedi,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,MATATIELE,Mount Fletcher,NA,NA,28.87568,-30.27375,Yes,2,LENGOLO FN,27825753757@vodamail.co.za,PUBLIC,TO BE UPDATED,"SIBI AGRICULTURAL AUTHORITY,MATATIELE,4730",799963313,212,17,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
4493,200500560,MANDILENI PRIMARY SCHOOL,MT FRERE,LADYKOK,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,MOUNT FRERE,Mount Frere,NA,NA,28.80197,-30.72506,Yes,1,MBEDLA S,NA,PUBLIC,TO BE UPDATED,"MANDILENI AGRICULTURAL AUTHORITY,MOUNT FRERE,",728250620,319,40,FALSE,NA,NA,NA,DOE,NA,ELECTRICITY ,Proposed,Norms & Standards,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,1-Apr-17,31-Mar-19,"1,440", -   , -   , -   ,NA, -   ,NA,NA,NA, -   ,432,"1,008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MANDILENI JS SCHOOL,#N/A,NA,#N/A,NA,NA,NA,NA,1,0
4494,200500562,MANDLOBE SENIOR PRIMARY SCHOOL,LUSIKISIKI,Sigcau,A,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,FLAGSTAFF,Flagstaff,NA,NA,29.66953,-31.0378,Yes,1,SABUKA WS,27823387807@vodamail.com,PUBLIC,TO BE UPDATED,"QASA LOCATION,QASA,FLAGSTAFF,4810",736490460,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011/2012,Allocated,NA,NA,0,1
4495,200500563,MANGENA PRIMARY SCHOOL,LUSIKISIKI,Palmtop,A,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,LUSIKISIKI,Lusikisiki,NA,NA,29.40532,-31.30758,Yes,1,MTEMBA P,NA,PUBLIC,TO BE UPDATED,"MFINIZWENI AGRICULTURAL AUTHORITY,LUSIKISIKI,",780907018,290,21,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012/2013,Allocated,NA,NA,0,1
4496,200500565,MANGO PRIMARY SCHOOL,MALUTI,MAGUDLAPHI,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,MATATIELE,Mount Fletcher,NA,NA,28.66995,-30.45704,Yes,2,MAILA TV,NA,PUBLIC,TO BE UPDATED,"LUPINDO AGRICULTURAL AUTHORITY,MATATIELE,4730",835335936,283,35,FALSE,1,NA,NA,IDT,IDT ECD III,ECD COSTED,Approved,ECD Centre,NA,Educational Infrastructure Grant,Early Childhood Development,Large,Planning,New Infrastructure Assets,Building & other fixed structures,1-Apr-15,31-Mar-17,"3,745", -   , -   , -   ,NA,375,NA,NA,NA,"3,371", -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,#N/A,NA,NA,NA,NA,1,0
4497,200500566,MANGOLOANENG JUNIOR SECONDARY SCHOOL,MT FLETCHER,CIRCUIT 1,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,MT FLETCHER,MOUNT FLETCHER,Mount Fletcher,NA,NA,28.46782,-30.50907,Yes,1,RAMAIPATO TF,0828506164@vodamail.co.za,PUBLIC,TO BE UPDATED,"MANGOLOANENG AGRICULTURAL AUTHORITY,MT FLETCHER,MOUNT FLETCHER,",763323366,265,28,FALSE,NA,NA,NA,IDT,IDT REFUBISHMENT,UPGRADE AND ADDITIONS ,Approved,Re-alignment,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Documentation,"Rehabilitation, renovations and refurbishments",Building & other fixed structures,1-Apr-15,31-Mar-17,"4,407", -   , -   , -   ,NA,"1,526",NA,NA,NA,881, -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
4498,200500567,MANGOLONG JUNIOR SECONDARY SCHOOL,MT FLETCHER,CIRCUIT 8,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,MTFLETCHER,MOUNT FLETCHER,Mount Fletcher,397373375,NA,28.5951,-30.5112,Yes,2,XUZA N,27798860654@vodamail.co.za,PUBLIC,TO BE UPDATED,"MANGOLONG TRIBAL AUTHORITY,MTFLETCHER,MOUNT FLETCHER,4730",832389262,329,15,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
4499,200500568,MANGUZELA JUNIOR SECONDARY SCHOOL,MALUTI,MAGUDLAPHI,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,MATATIELE,Mount Fletcher,NA,865160062,28.74356,-30.31392,Yes,2,MBANGENI GM,0823011716@vodamail.co.za,PUBLIC,TO BE UPDATED,"MAGADLA AGRICULTURAL AUTHORITY,MATATIELE,4730",738145483,1118,39,FALSE,NA,30616228,NA,IDT,IDT RSDP WSF,INSUFFICIENT WATER & SAN,Active,Norms & Standards,25 pit toilets,Educational Infrastructure Grant,Public Ordinary Schools,Large,Final Completion,New Infrastructure Assets,Building & other fixed structures,NA,NA,NA, -   , -   , -   ,10,66,66,66, -   , -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IDT RSDP WSF,NA,NA,NA,NA,1,0
4500,200500568,MANGUZELA JUNIOR SECONDARY SCHOOL,MALUTI,MAGUDLAPHI,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,MATATIELE,Mount Fletcher,NA,865160062,28.74356,-30.31392,Yes,2,MBANGENI GM,0823011716@vodamail.co.za,PUBLIC,TO BE UPDATED,"MAGADLA AGRICULTURAL AUTHORITY,MATATIELE,4730",738145483,1118,39,FALSE,NA,NA,NA,DOE,DOE (Full Service),UPGRADE AND ADDITIONS ,Approved,NA,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Documentation,Upgrades and Additions,Building & other fixed structures,NA,NA,"3,000",NA,NA, -   ,NA,"3,000",NA,NA,NA, -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
4501,200500568,MANGUZELA JUNIOR SECONDARY SCHOOL,MALUTI,MAGUDLAPHI,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,MATATIELE,Mount Fletcher,NA,865160062,28.74356,-30.31392,Yes,2,MBANGENI GM,0823011716@vodamail.co.za,PUBLIC,TO BE UPDATED,"MAGADLA AGRICULTURAL AUTHORITY,MATATIELE,4730",738145483,1118,39,FALSE,NA,NA,DOE10ECAR139,IDT,IDT RSDP I,NEW AND REPLACEMENT ASSET,Active,Re-alignment,Construction of three (3) prefabricated,Educational Infrastructure Grant,Public Ordinary Schools,Large,Final Completion,New Infrastructure Assets,Building & other fixed structures,NA,NA,NA, -   , -   , -   ,10,56,56,56, -   , -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
4502,200500568,MANGUZELA JUNIOR SECONDARY SCHOOL,MALUTI,MAGUDLAPHI,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,MATATIELE,Mount Fletcher,NA,865160062,28.74356,-30.31392,Yes,2,MBANGENI GM,0823011716@vodamail.co.za,PUBLIC,TO BE UPDATED,"MAGADLA AGRICULTURAL AUTHORITY,MATATIELE,4730",738145483,1118,39,FALSE,NA,NA,CDC/85/14,CDC,CDC Sanitation,INSUFFICIENT WATER & SAN,Active not contracted,Norms & Standards,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Adjudication,New Infrastructure Assets,Building & other fixed structures,NA,NA,"1,442", -   , -   , -   ,NA,"1,442","1,195","1,195",-247, -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,#N/A,NA,CDC Sanitation,NA,NA,NA,NA,1,0
4503,200500569,MANQILO SENIOR PRIMARY SCHOOL,LUSIKISIKI,Hlwahlwazi,A,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,FLAGSTAFF,Flagstaff,NA,NA,29.60433,-31.15058,Yes,1,MABHO VV,vvmabho95@nokiamail.com,PUBLIC,TO BE UPDATED,"MXOPO AGRICULTURAL AUTHORITY,FLAGSTAFF,4810",839259840,263,25,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
4504,200500570,MANQILWENI PRIMARY SCHOOL,MT FRERE,NTENETYANA,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,MOUNT FRERE,Rode,NA,NA,28.98489,-30.73049,Yes,1,MAGAIANA MW,NA,PUBLIC,TO BE UPDATED,"MANQILWENI LOCATION,MANQILWENI,MOUNT FRERE,",729237303,54,8,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
4505,200500571,MANZANA PRIMARY SCHOOL,MT FRERE,NOLANGENI,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,MOUNT AYLIFF,Gugweni,NA,NA,29.46538,-30.73017,No,1,MBEKENI NP,NA,PUBLIC,TO BE UPDATED,"MANZANA AGRICULTURAL AUTHORITY,MOUNT AYLIFF,",835145719,313,24,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
4506,200500572,MAPAKAMA JUNIOR SECONDARY SCHOOL,MT FRERE,SHINTA,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,MOUNT FRERE,Mount Frere,NA,NA,29.0259,-30.9979,No,2,MAQUBELA CZ,NA,PUBLIC,TO BE UPDATED,"MPONGWENI LOCATION,MPONGWENI,MOUNT FRERE,",839295356,94,7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
4507,200500573,MAPAKATI SENIOR PRIMARY SCHOOL,MBIZANA,Rockville,A,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,FLAGSTAFF,Ludeke,NA,NA,29.60998,-30.92602,Yes,1,DUMZELA NM,mapakatisps@webmail.co.za,PUBLIC,TO BE UPDATED,"KWADINDA LOCATION,KWADINDA,FLAGSTAFF,4810",721929552,363,41,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
4508,200500574,MAPFONTEIN JUNIOR SECONDARY SCHOOL,MALUTI,Moshesh,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,MATATIELE,MALUTI,Mount Fletcher,NA,NA,28.62542,-30.29442,Yes,1,NGIDI TM,NA,PUBLIC,PUBLIC,"KLEIN JONAS AGRICULTURAL AUTHORITY,MATATIELE,MALUTI,",836947409,544,46,FALSE,NA,NA,NA,DOE,NA,REALIGNMENT,Proposed,Re-alignment,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Assessment,New Infrastructure Assets,Building & other fixed structures,1-Apr-17,31-Mar-19,"4,014", -   , -   , -   ,NA, -   ,NA,NA,NA, -   ,"2,810","1,204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
4509,200500575,MAPHELENI JUNIOR SECONDARY SCHOOL,MT FRERE,NTSIZWA,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,MOUNT AYLIFF,MOUNT FRERE,Mount Ayliff,NA,NA,29.25755,-30.7753,Yes,1,LILA ZJ,NA,PUBLIC,TO BE UPDATED,"NTSIZWA AGRICULTURAL AUTHORITY,MOUNT AYLIFF,MOUNT FRERE,",782746386,304,27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
